jurisdiction;ipc_class;applicant_name;app_count;rank;ipc_class_description;jurisdiction_description
DE;A61H;Saini, Devender Kumar;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;KMS Kirchensaller Maschinenbau Schaser UG (haftungsbeschränkt);1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Yin, Changbao;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;GUANGDONG SUBSTANBO TECHNOLOGY CO., LTD.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;JK-HOLDING GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Kerbel, Irina;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Lang, Tabea;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;NIKOLAYCHUK, SERHIY;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Ouertani, Mustapha;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;HSU, CHIH-YUNG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Fuß-Orthopädie Bermes Inh. Andreas Blau-Bermes e.K.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Fanty, Maria;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;AIRPRESSURE BODYFORMING GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Loipetssperger, Felix;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Eisfeld, Christina;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Shenzhen Siling E-Commerce Co., Ltd.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;RAUMEDIC AG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;INNOTAS AG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SUNLIFE SCIENCE (SUZHOU) INC.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Feng Chia University;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;NATIONAL UNIVERSITY CORPORATION, IWATE UNIVERSITY;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Deutsche Sporthochschule Köln, Körperschaft des öffentlichen Rechts;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Shenzhen Weiweima Technology Co., Ltd.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;HOLONIC SYSTEMS LTD.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Stiefel, Rainer;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;ZIMMER MEDIZINSYSTEME GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Roozendaal Health GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Aukey Technology Co., Ltd.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;ATATÜRK ÜNÎVERSÎTESÎ BÎLÎMSEL ARAŞTIRMA PROJELERÎ BIRÎMÎ;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Doubrava, Marcel;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SALJOL GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;AUF Mobility UG (haftungsbeschränkt);1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SHENZHEN SECOND PEOPLE'S HOSPITAL;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Schweizer, Tobias;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Berg, Janina;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;FABRITZ, PETER;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Knabbe, Alexandra;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;PHLIPPEN, Lovis;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Charité - Universitätsmedizin Berlin, Körperschaft des öffentlichen Rechts;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;YADAV, MONIKA;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;CHINA CONSERVATION AND RESEARCH CENTER FOR THE GIANT PANDA;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61J;B. BRAUN MELSUNGEN AKTIENGESELLSCHAFT;20;1;Containers for Medicines;Germany (DPMA)
DE;A61J;Syntegon Technology GmbH;13;2;Containers for Medicines;Germany (DPMA)
DE;A61J;KYOOBE TECH GMBH;6;3;Containers for Medicines;Germany (DPMA)
DE;A61J;Fresenius Medical Care Deutschland GmbH;5;4;Containers for Medicines;Germany (DPMA)
DE;A61J;RAUMEDIC AG;4;5;Containers for Medicines;Germany (DPMA)
DE;A61J;VETTER PHARMA-FERTIGUNG GMBH & CO. KG;4;5;Containers for Medicines;Germany (DPMA)
DE;A61J;SARSTEDT AG & CO. KG;3;6;Containers for Medicines;Germany (DPMA)
DE;A61J;BARKEY GMBH & CO. KG;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;KONINKLIJKE PHILIPS N.V.;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;Aesculap AG;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;wirewire GmbH;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;Bayer Aktiengesellschaft;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;Schröder, Ursula;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;Paul Hartmann AG;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;GRÜNSPECHT NATURPRODUKTE GMBH;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;smarTaBox GmbH;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;RESEARCH CENTER PHARMACEUTICAL ENGINEERING GMBH;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;CARL ZEISS MEDITEC AG;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;MEZGER, MARKUS;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;K-JUMP HEALTH CO., LTD.;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;Heckenbach, Frank;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;Leven, Wilfried;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;STERIPAC GMBH;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;ANMED GMBH;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;IMSTEC GMBH;2;7;Containers for Medicines;Germany (DPMA)
DE;A61J;ROMACO TECPHARM, S.L.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;JDM INNOVATION GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;WM19 HOLDING AG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Riehle, Mario;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;THOMAS, SEBASTIAN;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Adusumilli, Pramod Kumar;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;FETTE COMPACTING GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;ALI, KUNWAR BABAR;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Rüscher, Lars;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;MG2 SRL;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Phytohealth Corporation;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Mikulasch, Klaus;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;TECNOLOGIA OSPEDALIERA S.R.L.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Das, Dhiraj Kumar;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Muthesius Kunsthochschule, Körperschaft des öffentlichen Rechts;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Pandey, Manish Ranjan;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Shah, Suraj Kumar;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Aufdermauer, Uwe;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Süßmeir, Birgit;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Pasam, Easwari;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Stadelbacher, Bernd;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Meding GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Soni, Rashmi;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Shukla, Arvind Kumar;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;MEDENTIS MEDICAL GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Balda Medical GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;ASKION GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;RICHTER, KRISTINA;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Ahmad, Nabeel;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;TANNHÄUSER, GUNTER;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Schreiner Group GmbH & Co. KG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Gawhale, Nandkishor;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;HAUNI MASCHINENBAU GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Schott AG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;ANVAJO GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Richard Wolf GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;NEBU-TEC MED. PRODUKTE EIKE KERN GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Narwal, Seema;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;DE, SOURAV;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Kronfeld, Angelika;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Chakolkar, Madhav Devendra;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Das, Saswat Kumar;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;LANG, MARTIN;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Bahr, Ulrich;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;AVENT, INC.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Suzhou Healthy Tree Medical Technology Co.,Ltd;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;The smart period blood GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Gebrüder Klöcker GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Raudenbusch, Natasa;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;TAIWAN MERCURY MEDICAL CORPORATION;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;SCHARFENBERGER, KURT;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;DEY, SANJAY;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;NEXTREMITY SOLUTIONS, INC.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;DignifiedBirth Marietta & Daniela Handschel GbR (vertretungsberechtigter Gesellschafter: Daniela Handschel, 60487 Frankfurt;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Hüttlin Gmbh;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Shaikh, Mohammad Aijaz Ayyub;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;KUMAR, SANDEEP;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Ningbo Albert Novosino Co., Ltd;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Bachata Stiftung;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Suresh, Subhashini;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;MEVIDUAL GROUP GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;SUZHOU HEALTHY TREE MEDICAL TECHNOLOGY CO., LTD;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;U-Consulting GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Vivekanandan, Lalitha;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Barik, Anwesha;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Kewatkar, Shailesh;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;ATATÜRK ÜNÎVERSÎTESÎ BÎLÎMSEL ARAŞTIRMA PROJELERÎ BIRÎMÎ;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Prospari Pharma GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Blutspendedienst der Landesverbände des Deutschen Roten Kreuzes Niedersachsen, Sachsen-Anhalt, Thüringen, Oldenburg und Bremen g.G.m.b.H.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Robert Bosch Gesellschaft mit beschränkter Haftung;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Nanjing Vazyme Medical Technology Co., Ltd.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Partenheimer, Ernst;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Shah, Krishna Bikram;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Jha, Ashish Kumar;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Nanjing Vazyme Biotech Co., Ltd.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;G. POHL-BOSKAMP GMBH & CO. KG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Xu, Chundi;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;EMPHASYS IMPORTADORA EXPORTADORA E DISTRIBUIDORA LTDA.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Uniclaro Trade GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Leitner, Herwig;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;EGE, GERHARD;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Podo Elan UG (haftungsbeschränkt);1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;LTS LOHMANN THERAPIE-SYSTEME AG.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Gandla, Kumaraswamy;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Soni, Nitasha;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;turn of beauty GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;G.A.S. Gesellschaft für analytische Sensorsysteme m.b.H.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;DATWYLER PHARMA PACKAGING BELGIUM;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;APTAR RADOLFZELL GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Dettmer, Philipp;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;BAUSCH + STRÖBEL MASCHINENFABRIK ILSHOFEN GMBH + CO. KG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;GERRESHEIMER REGENSBURG GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;MABEX Deutschland Vertriebs GmbH & Co. KG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Dixit, Chandra Kumar;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;EasyJector GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;GLATT Gesellschaft mit beschränkter Haftung;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Schmidt, Günther;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;ELIXION MEDICAL GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Sivaramakrishnan, Ravichandran;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;EBERLE, FELIX;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;AlmediS Altmann GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;SFM MEDICAL DEVICES GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;CHENG, Pen Gang;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;CODONIS AG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;A. RAYMOND ET CIE. SCS;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;NAGEL, KARL-HEINZ;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Mei, Xusheng;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Kulkarni, Abhijeet Dattatraya;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;RATHEE, NAVEEN;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Shanghai Huayuan Anhui Jinhui Pharmaceutical Co., Ltd;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Narwal, Renu;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Fürstenberg, Malte;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Bausch + Ströbel SE + Co. KG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Bader, Monika;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;KUMAR, KRISHAN;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Bundesrepublik Deutschland, vertr. durch das Bundesministerium der Verteidigung, vertr. durch das Bundesamt für Ausrüstung, Informationstechnik und Nutzung der Bundeswehr;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;ELANCO US INC.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Löwenstein Medical Technology S.A.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Buchner, David;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Becton, Dickinson and Company;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Saluja, Manmeet Singh;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;SCHARFENBERGER, DANIEL;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;FLIERLER, KLAUS;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;HENAN FANGZHOU MEDICAL INSTRUMENT CO., LTD;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;DRÄGERWERK AG & CO. KGAA;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Alaskar, Kamal;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;WEISS, MANFRED;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Keshari, Jaishanker Prasad;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Körber Pharma Inspection GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;SINGH, Pankaj Kumar;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Gaplast GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;XEOTECH GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Singh, Rajdeep;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;H & B ELECTRONIC GMBH & CO. KG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Labor LS SE & Co. KG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;HARRO HÖFLIGER VERPACKUNGSMASCHINEN GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;HEINZ MEISE GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Liquibox GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;MG2 - S.R.L;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;KERPERS INNOVATION HANDELS GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;NIPPON ELECTRIC GLASS CO., LTD.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Khatri K C, Avinash;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;RIMPL UG (HAFTUNGSBESCHRÄNKT);1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Olle Larsson Holding AG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Vijaya Babu, Penke;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Universität Düsseldorf. Körperschaft des öffentlichen Rechts;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;KLEIN, GORDON;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Repudi, Lalitha;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;LMB SOFT DOO NIS;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Hangzhou Zhunxin Biotechnology Co., Ltd;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Gangane, Purushottam Shridharrao;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Fleischhacker GmbH & Co. KG Laboreinrichtungen Medizintechnik;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;SINGH, SHILPI;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;MAH Healthcare OU;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Krishan, Gopal;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Xertecs GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;KHAN, IMRAN AHMED;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Larsch, Helmut;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;go.ecoblister GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;ElringKlinger AG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;cisko GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;GUPTA, NIDHI;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;TRUMPF LASER- UND SYSTEMTECHNIK GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;KNAPP AG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Shaik, Tehzeeb;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Hatchmore Labs GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Leopold MTX GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;New Ventures GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Muthulingam, Seenuvasan;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;JHA, SAJAL KUMAR;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;HaLu Pharmatechnologies GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;IPB Intelligent Pill Box UG (haftungsbeschränkt);1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Tripathi, Arpan Kumar;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Zhang, Gangyuan;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;SINGH, PRIYANKA;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;dot.COOL Group Inc.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;JAISWAL, SUSHMA;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Geiling Verwaltungs UG (haftungsbeschränkt);1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Sawarkar, Harigopal Shalimar;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;DATWYLER PHARMA PACKAGING BELGIUM NV;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;EBERLE GMBH & CO. KG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;JOSHI, Amit;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;BOWA-ELECTRONIC GMBH & CO. KG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Joseph, Miriam;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;OLIG AG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;FRAUNHOFER-GESELLSCHAFT ZUR FÖRDERUNG DER ANGEWANDTEN FORSCHUNG EINGETRAGENER VEREIN;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;LANGER, HEIKO;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;TEMPTIME CORPORATION;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Harder, Fabian;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;SHL MEDICAL AG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;HANGZHOU CUTECHAM MATERNAL AND INFANT TECHNOLOGY CO., LTD.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;LI, YANXING;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;on point medicals GmbH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;AVENT INC.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Endress+Hauser SE+Co. KG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;KAIRISH INNOTECH PRIVATE LTD.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;SCHWARZ, MICHAEL;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;KOCHER-PLASTIK MASCHINENBAU GMBH;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;HOCHSCHULE KAISERSLAUTERN;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Biological Health Care LLC;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Zhongke Bosheng Bioengineering Co., Ltd.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;GRILL, MARKUS;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;TAURUS GMBH & CO. KG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;Skopnik, Malte;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;SAUER, GÜNTER;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;HEARTWARE, INC.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;BORMIOLI PHARMA S.P.A.;1;8;Containers for Medicines;Germany (DPMA)
DE;A61J;ANTON DEBATIN GMBH WERK FÜR WERBENDE VERPACKUNG;1;8;Containers for Medicines;Germany (DPMA)
DE;A61K40;Henkel AG & Co. KGaA;11;1;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Maria Clementine Martin Klosterfrau Vertriebsgesellschaft mit beschränkter Haftung;4;2;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Atmakuri, Lakshmana Rao;3;3;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Pappula, Nagaraju;3;3;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Kodali, Balaji;3;3;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Beiersdorf Aktiengesellschaft;3;3;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;ENANTA PHARMACEUTICALS, INC.;2;4;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Vadithe, Vasu Naik;2;4;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;LEIUTIS PHARMACEUTICALS LLP;2;4;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Mamidi, Satya Venkata Sakuntala;2;4;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Humanicon GmbH;2;4;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Nandyala, Srinivas;2;4;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Rajkumari, Ananya;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Anumula, Kireety Sharma;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;KBHB Consult GmbH;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
