Applicant_Name,Harmonised_Name,Siemens_Group,Patent_Family_ID,Filing_Year,Person_ID,PSN_Sector,Sector
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,56296812,2015,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,56296812,2015,81427567,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,57956257,2016,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,60452521,2017,79657292,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,60452521,2017,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,60452521,2017,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,60452521,2017,81427567,COMPANY,Company
Siemens Aktiengesellschaft,SIEMENS,Siemens AG,57956257,2016,83055635,UNKNOWN,Company
Siemens Energy Global GmbH & Co. KG,SIEMENSENERGY,Siemens Energy,60452521,2017,97446436,UNKNOWN,Company
SIEMENS,SIEMENS,Siemens AG,62148344,2018,55686862,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,62148344,2018,5238080,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,62148344,2018,5238080,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,62148344,2018,63195986,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,63079809,2018,55686862,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,63079809,2018,5238080,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,66239833,2019,55686862,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,66239833,2019,5238080,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,66685576,2018,5238080,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,68699307,2019,55686862,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,69423115,2020,55686862,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,70005579,2020,5238080,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,74175730,2019,5238080,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,63079809,2018,81427567,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,63079809,2018,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,63079809,2018,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,68581134,2019,78238310,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,68581134,2019,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,68581134,2019,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,68699307,2019,80903026,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,68699307,2019,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,68699307,2019,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,68699307,2019,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,68731829,2019,78238310,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,68731829,2019,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,68731829,2019,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,68731829,2019,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,68731829,2019,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,69423115,2020,78238310,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,69423115,2020,80095615,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,69423115,2020,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,69423115,2020,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,69423115,2020,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,69423115,2020,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,70005579,2020,81427567,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,70005579,2020,79657292,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,70005579,2020,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,72521518,2020,80903026,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,72521518,2020,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,72521518,2020,79545971,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,72521518,2020,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,72521518,2020,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,72826835,2019,78238310,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,72826835,2019,81427567,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,72826835,2019,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,72826835,2019,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,72826835,2019,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,72826835,2019,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,74175730,2019,80095615,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,74175730,2019,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL GMBH & CO. KG,SIEMENSENERGY,Siemens Energy,74175730,2019,90223797,UNKNOWN,Company
SIEMENS GAMESA RENEWABLE ENERGY,SIEMENSGAMESARENEWABLEENERGY,Siemens Gamesa,66542159,2019,74753931,COMPANY,Company
SIEMENS GAMESA RENEWABLE ENERGY,SIEMENSGAMESARENEWABLEENERGY,Siemens Gamesa,66542159,2019,72064998,COMPANY,Company
SIEMENS GAMESA RENEWABLE ENERGY,SIEMENSGAMESARENEWABLEENERGY,Siemens Gamesa,66542159,2019,72064998,COMPANY,Company
SIEMENS GAMESA RENEWABLE ENERGY,SIEMENSGAMESARENEWABLEENERGY,Siemens Gamesa,66542159,2019,74290435,COMPANY,Company
SIEMENS GAMESA RENEWABLE ENERGY GMBH & CO. KG,SIEMENSGAMESARENEWABLEENERGY,Siemens Gamesa,66542159,2019,82228552,UNKNOWN,Company
Siemens Energy Global GmbH & Co. KG,SIEMENSENERGY,Siemens Energy,63079809,2018,83508523,UNKNOWN,Company
Siemens Energy Global GmbH & Co. KG,SIEMENSENERGY,Siemens Energy,68581134,2019,83508523,UNKNOWN,Company
Siemens Energy Global GmbH & Co. KG,SIEMENSENERGY,Siemens Energy,68699307,2019,83508523,UNKNOWN,Company
Siemens Energy Global GmbH & Co. KG,SIEMENSENERGY,Siemens Energy,68731829,2019,83508523,UNKNOWN,Company
Siemens Energy Global GmbH & Co. KG,SIEMENSENERGY,Siemens Energy,69423115,2020,83508523,UNKNOWN,Company
Siemens Energy Global GmbH & Co. KG,SIEMENSENERGY,Siemens Energy,69423115,2020,93233720,UNKNOWN,Company
Siemens Energy Global GmbH & Co. KG,SIEMENSENERGY,Siemens Energy,69423115,2020,82652684,UNKNOWN,Company
Siemens Energy Global GmbH & Co. KG,SIEMENSENERGY,Siemens Energy,72826835,2019,83508523,UNKNOWN,Company
Siemens Energy Global GmbH & Co. KG,SIEMENSENERGY,Siemens Energy,74175730,2019,83508523,UNKNOWN,Company
Siemens Energy Global GmbH & Co. \n KG,SIEMENSENERGYNKG,Siemens Energy,69423115,2020,90750911,UNKNOWN,Company
SIEMENS,SIEMENS,Siemens AG,85781079,2021,68603653,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,85781079,2021,62502663,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,85781105,2021,68603653,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,85781105,2021,62502663,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,86255744,2023,60185121,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,86282613,2023,55686862,COMPANY,Company
SIEMENS,SIEMENS,Siemens AG,86282613,2023,5238080,COMPANY,Company
SIEMENS ENERGY,SIEMENSENERGY,Siemens Energy,86359600,2023,66552281,COMPANY,Company
"SIEMENS ENERGY (SHENZHEN) CO., LTD.",SIEMENSENERGYSHENZHEN,Siemens Energy,86631176,2023,95636143,UNKNOWN,Company
"SIEMENS ENERGY (SHENZHEN) CO., LTD.",SIEMENSENERGYSHENZHEN,Siemens Energy,86631176,2023,91296475,UNKNOWN,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76601052,2021,80095615,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76601052,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76601052,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76601052,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76601052,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76601052,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76601052,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76730325,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76730325,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76730325,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76730325,2021,80903026,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76730325,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76730325,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971662,2021,80095615,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971662,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971662,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971662,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971662,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971662,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971662,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971664,2021,80095615,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971664,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971664,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971664,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971664,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971664,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,76971664,2021,79523255,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,77998759,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,77998759,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,77998759,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,77998759,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,77998759,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,80682464,2021,80095615,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,80682464,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,80682464,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,80682464,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,80682464,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,80682464,2021,79523255,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,81384874,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,81384874,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,81384874,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,81384874,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,81384874,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,82019582,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,82019582,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,82019582,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,83444835,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,83444835,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,83444835,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84361033,2021,80095615,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84361033,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84361033,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84361033,2021,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84361033,2021,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84982116,2022,78238310,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84982116,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84982116,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84982116,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84982116,2022,79523255,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84982556,2022,78238310,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84982556,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84982556,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,84982556,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,85036244,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,85036244,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,85036244,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,85036515,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,85036515,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,85036515,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,85036515,2022,79523255,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,85251631,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,85251631,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,85251631,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,85251631,2022,79523255,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,86426070,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,86426070,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,86426070,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,86760693,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,86760693,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,86760693,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,86760693,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87059774,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87059774,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87059774,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87196276,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87196276,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87196276,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87196276,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87196276,2022,79523255,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87847934,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87847934,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87847934,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87933654,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87933654,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,87933654,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88236803,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88236803,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88236803,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88236803,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88600454,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88600454,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88600454,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88600454,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88647319,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88647319,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88647319,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88647319,2022,77673339,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88923728,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,88923728,2022,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,89095341,2021,80903026,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,89983665,2023,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,89983665,2023,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,91193707,2023,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,91193707,2023,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,91582104,2023,79180144,COMPANY,Company
SIEMENS ENERGY GLOBAL & COMPANY,SIEMENSENERGY,Siemens Energy,91582104,2023,79180144,COMPANY,Company
